순번,분류체계ID,분류체계명,상위과제ID,분류체계단계,시행시기,수행기관,기관코드,분류체계경로
1,B1000120140124000225461,해양수산,0,정책분야,2014-01-24,해양수산부,1192000,해양수산
2,B1000120140124000225462,재정·세제·금융,0,정책분야,2017-10-19,기획재정부|국무조정실|금융위원회|관세청,1051000|1092000|1160100|1220000,재정·세제·금융
3,B1000220060316000178287,해경,NB000120061201100041870,정책영역,2017-07-26,해양수산부|해양경찰청|소방청|행정안전부,1192000|1532000|1661000|1741000,공공질서및안전>>해경
4,B1000220140124000225463,원자력기술,NB000120061201100034772,정책영역,2017-07-26,원자력안전위원회|과학기술정보통신부,1079960|1721000,과학기술>>원자력기술
5,B1000220140124000225464,공정거래,NB000120061130100005269,정책영역,2014-01-24,공정거래위원회,1130000,산업·통상·중소기업>>공정거래
6,B1000220140124000225465,통상,NB000120061130100005269,정책영역,2014-01-24,산업통상부,1451000,산업·통상·중소기업>>통상
7,B1000220140124000225466,국민권익·인권,NB000120061201100006252,정책영역,2014-01-24,국민권익위원회|국가인권위원회,1140100|1620000,일반공공행정>>국민권익·인권
8,B1000220140124000225467,국정홍보,NB000120061201100006252,정책영역,2014-01-24,문화체육관광부,1371000,일반공공행정>>국정홍보
9,B1000220140124000225468,법제,NB000120061201100006252,정책영역,2014-01-24,법제처,1170000,일반공공행정>>법제
10,B1000220140124000225469,정부조달,NB000120061201100006252,정책영역,2014-01-24,조달청,1230000,일반공공행정>>정부조달
11,B1000220140124000225470,국가통계,NB000120061201100006252,정책영역,2014-01-24,국가데이터처,1241000,일반공공행정>>국가통계
12,B1000220140124000225471,세제,B1000120140124000225462,정책영역,2017-10-19,기획재정부|국무조정실|관세청,1051000|1092000|1220000,재정·세제·금융>>세제
13,B1000220140124000225472,금융,B1000120140124000225462,정책영역,2014-01-24,기획재정부|금융위원회,1051000|1160100,재정·세제·금융>>금융
14,B1000220140124000225473,기획재정,B1000120140124000225462,정책영역,2014-01-24,기획재정부,1051000,재정·세제·금융>>기획재정
15,B1000220200803000236295,개인정보,NB000120061201100006252,정책영역,2020-08-05,개인정보보호위원회,1790365,일반공공행정>>개인정보
16,B1000220200910000236966,감염병및질병,NB000120061201100060495,정책영역,2020-09-11,질병관리청,1790387,보건>>감염병및질병
17,B1000220210119000238756,고위공직자범죄수사,NB000120061201100041870,정책영역,2021-01-19,고위공직자범죄수사처,1790364,공공질서및안전>>고위공직자범죄수사
18,B1000220240620000249123,영유아 교육·보육,NB000120061201100027875,정책영역,2024-06-21,교육부|국가교육위원회,1342000|1813266,교육>>영유아 교육·보육
19,B1000320060110000175021,이북5도,NB000220061215100128172,대기능,2017-07-26,행정안전부,1741000,일반공공행정>>지방행정·재정지원>>이북5도
20,B1000320060302000177230,장비관리,B1000220060316000178287,대기능,2017-07-26,해양경찰청,1532000,공공질서및안전>>해경>>장비관리
21,B1000320060302000177309,해상경비,B1000220060316000178287,대기능,2017-07-26,해양경찰청,1532000,공공질서및안전>>해경>>해상경비
22,B1000320060302000177408,해상안전,B1000220060316000178287,대기능,2017-07-26,해양수산부|해양경찰청|소방청,1192000|1532000|1661000,공공질서및안전>>해경>>해상안전
23,B1000320060302000177497,해상치안,B1000220060316000178287,대기능,2017-07-26,해양경찰청,1532000,공공질서및안전>>해경>>해상치안
24,B1000320060302000177763,해양오염관리,NB000220061215100133228,대기능,2017-07-26,해양수산부|해양경찰청,1192000|1532000,환경>>해양환경>>해양오염관리
25,B1000320060307000177856,해양경찰행정지원,B1000220060316000178287,대기능,2017-07-26,해양경찰청|행정안전부,1532000|1741000,공공질서및안전>>해경>>해양경찰행정지원
26,B1000320060316000178304,정비창운영,B1000220060316000178287,대기능,2017-07-26,해양경찰청,1532000,공공질서및안전>>해경>>정비창운영
27,B1000320060322000184625,비상대비,NB000220061207100084608,대기능,2017-07-26,행정안전부,1741000,공공질서및안전>>안전관리>>비상대비
28,B1000320070205000203966,교직원연금,NB000220061201100033641,대기능,2014-01-24,교육부,1342000,사회복지>>공적연금>>교직원연금
29,B1000320070409000206401,과학수사,NB000220061201100057341,대기능,2017-07-26,행정안전부,1741000,공공질서및안전>>경찰>>과학수사
30,B1000320070523000207037,문화기반정책,NB000220061215100139557,대기능,2014-02-18,문화체육관광부,1371000,문화체육관광>>문화예술>>문화기반정책
31,B1000320070918000208812,사행산업통합감독위원회운영,NB000220061215100139552,대기능,2017-03-20,문화체육관광부,1371000,문화체육관광>>관광>>사행산업통합감독위원회운영
32,B1000320070927000208860,사회복무,NB000220061201100050076,대기능,2007-09-27,병무청,1300000,국방>>병무행정>>사회복무
33,B1000320080318000210863,금융위행정지원,B1000220140124000225472,대기능,2017-03-20,금융위원회,1160100,재정·세제·금융>>금융>>금융위행정지원
34,B1000320080515000212705,방송정책,NB000220061201100054061,대기능,2017-07-26,방송미디어통신위원회|과학기술정보통신부,1571000|1721000,통신>>방송통신>>방송정책
35,B1000320080515000212706,글로벌IT협력,NB000220061201100054061,대기능,2017-12-14,방송미디어통신위원회|과학기술정보통신부,1571000|1721000,통신>>방송통신>>글로벌IT협력
36,B1000320080515000212707,방송통신융합,NB000220061201100054061,대기능,2017-12-14,방송미디어통신위원회|과학기술정보통신부,1571000|1721000,통신>>방송통신>>방송통신융합
37,B1000320080515000212708,전파관리고도화,NB000220061201100054061,대기능,2017-07-26,과학기술정보통신부,1721000,통신>>방송통신>>전파관리고도화
38,B1000320080515000212709,통신서비스고도화,NB000220061201100054061,대기능,2017-07-26,과학기술정보통신부,1721000,통신>>방송통신>>통신서비스고도화
39,B1000320080515000212710,첨단인프라기반조성,NB000220061201100054061,대기능,2017-07-26,방송미디어통신위원회|과학기술정보통신부,1571000|1721000,통신>>방송통신>>첨단인프라기반조성
40,B1000320080515000212711,방송통신위행정지원,NB000220061201100054061,대기능,2017-03-20,방송미디어통신위원회,1571000,통신>>방송통신>>방송통신위행정지원
41,B1000320080515000212712,방송통신이용자권익증진,NB000220061201100054061,대기능,2017-07-26,방송미디어통신위원회|과학기술정보통신부,1571000|1721000,통신>>방송통신>>방송통신이용자권익증진
42,B1000320080515000212713,전파방송산업경쟁력강화,NB000220061201100054061,대기능,2017-07-26,방송미디어통신위원회|과학기술정보통신부,1571000|1721000,통신>>방송통신>>전파방송산업경쟁력강화
43,B1000320080605000213629,국가통계생산및관리,B1000220140124000225470,대기능,2017-03-20,국가데이터처,1241000,일반공공행정>>국가통계>>국가통계생산및관리
44,B1000320080605000213630,통계연구및개발,B1000220140124000225470,대기능,2017-03-20,국가데이터처,1241000,일반공공행정>>국가통계>>통계연구및개발
45,B1000320080814000214383,해양수산인력양성및관리,NB000220061215100132329,대기능,2017-03-20,해양수산부,1192000,해양수산>>해양수산·어촌>>해양수산인력양성및관리
46,B1000320081218000050918,감사원 행정지원,NB000220061201100024361,대기능,2008-12-18,감사원,1040000,일반공공행정>>일반행정>>감사원 행정지원
47,B1000320081229000050919,감사교육 및 감사연구,NB000220061201100024361,대기능,2009-01-01,감사원,1040000,일반공공행정>>일반행정>>감사교육 및 감사연구
48,B1000320081229000050920,감사민원 및 감사청구,NB000220061201100024361,대기능,2008-12-29,감사원,1040000,일반공공행정>>일반행정>>감사민원 및 감사청구
49,B1000320081229000050921,감사원 감사,NB000220061201100024361,대기능,2008-12-29,감사원,1040000,일반공공행정>>일반행정>>감사원 감사
50,B1000320081229000050922,심사청구 및 재심의,NB000220061201100024361,대기능,2008-12-29,감사원,1040000,일반공공행정>>일반행정>>심사청구 및 재심의
51,B1000320090406000216939,인권보호및향상,B1000220140124000225466,대기능,2017-03-20,국가인권위원회,1620000,일반공공행정>>국민권익·인권>>인권보호및향상
52,B1000320090408000216948,국가균형발전위행정지원,NB000220061201100006253,대기능,2018-03-27,국가균형발전위원회|지역발전위원회,1073500|B552531,일반공공행정>>국정운영>>국가균형발전위행정지원
53,B1000320090408000216955,국가균형발전위원회운영,NB000220061201100006253,대기능,2018-03-21,국가균형발전위원회|지역발전위원회,1073500|B552531,일반공공행정>>국정운영>>국가균형발전위원회운영
54,B1000320090929000217860,특임행정지원,NB000220061201100006253,대기능,2009-09-29,특임장관실(구),1091000,일반공공행정>>국정운영>>특임행정지원
55,B1000320110317000219504,국가과학기술위행정지원,NB000220061201100034773,대기능,2011-03-17,국가과학기술위원회(구),1191000,과학기술>>과학기술진흥>>국가과학기술위행정지원
56,B1000320110425000219817,법무정책,NB000220061201100041871,대기능,2014-01-24,법무부,1270000,공공질서및안전>>법무및검찰>>법무정책
57,B1000320110425000219818,인권정책,NB000220061201100041871,대기능,2014-01-27,법무부,1270000,공공질서및안전>>법무및검찰>>인권정책
58,B1000320110823000221482,국가지식재산위원회운영,NB000220061201100006253,대기능,2017-12-14,과학기술정보통신부|국가지식재산위원회,1721000|B552783,일반공공행정>>국정운영>>국가지식재산위원회운영
59,B1000320110919000221530,개인정보위행정지원,NB000220061201100006253,대기능,2017-03-20,개인정보보호위원회(구),1079930,일반공공행정>>국정운영>>개인정보위행정지원
60,B1000320110919000221542,개인정보보호위원회운영,NB000220061201100006253,대기능,2017-03-20,개인정보보호위원회(구),1079930,일반공공행정>>국정운영>>개인정보보호위원회운영
61,B1000320111024000221612,원자력안전위행정지원,NB000220061201100006253,대기능,2017-03-20,원자력안전위원회,1079960,일반공공행정>>국정운영>>원자력안전위행정지원
62,B1000320120216000222295,대한민국재외공관,NB000220061201100059687,대기능,2017-03-20,외교부,1262000,통일·외교>>외교>>대한민국재외공관
63,B1000320120906000223154,대한민국역사박물관운영,NB000220061215100139557,대기능,2017-03-20,문화체육관광부,1371000,문화체육관광>>문화예술>>대한민국역사박물관운영
64,B1000320130102000223330,대통령직인수위원회,NB000220061201100006253,대기능,2022-03-17,대통령직인수위원회,1790634,일반공공행정>>국정운영>>대통령직인수위원회
65,B1000320130102000223331,대통령직인수위행정지원,NB000220061201100006253,대기능,2013-01-02,대통령직인수위원회,1790634,일반공공행정>>국정운영>>대통령직인수위행정지원
66,B1000320130323000223502,과학기술정보통신행정지원,NB000220061201100034773,대기능,2024-04-17,과학기술정보통신부,1721000,과학기술>>과학기술진흥>>과학기술정보통신행정지원
67,B1000320130323000223503,해양수산행정지원,NB000220061215100132329,대기능,2017-03-20,해양수산부,1192000,해양수산>>해양수산·어촌>>해양수산행정지원
68,B1000320130327000223581,국무총리비서실행정지원,NB000220061201100006253,대기능,2017-03-20,국무총리비서실,1103000,일반공공행정>>국정운영>>국무총리비서실행정지원
69,B1000320130409000223790,농축수산물안전,NB000220061201100060496,대기능,2013-04-09,식품의약품안전처,1471000,보건>>식품의약안전>>농축수산물안전
70,B1000320130711000224750,자치분권위행정지원,NB000220061201100006253,대기능,2018-03-20,자치분권위원회|지방자치발전위원회,1073100|1720000,일반공공행정>>국정운영>>자치분권위행정지원
71,B1000320130711000224761,자치분권위원회운영,NB000220061201100006253,대기능,2018-03-20,자치분권위원회|지방자치발전위원회,1073100|1720000,일반공공행정>>국정운영>>자치분권위원회운영
72,B1000320130907000224849,국민경제자문회의행정지원,NB000220061201100006253,대기능,2019-06-10,국민경제자문회의|국민경제자문회의지원단,1790049|B553004,일반공공행정>>국정운영>>국민경제자문회의행정지원
73,B1000320130907000224861,국민경제자문회의지원단운영,NB000220061201100006253,대기능,2019-06-10,국민경제자문회의|국민경제자문회의지원단,1790049|B553004,일반공공행정>>국정운영>>국민경제자문회의지원단운영
74,B1000320130909000224866,개발사업,NB000220061213100114179,대기능,2013-09-09,새만금개발청,1730000,지역개발>>지역및도시>>개발사업
75,B1000320130909000224871,투자전략,NB000220061130100006105,대기능,2013-09-09,새만금개발청,1730000,산업·통상·중소기업>>무역및투자유치>>투자전략
76,B1000320130909000224875,새만금개발행정지원,NB000220061213100114179,대기능,2017-03-20,새만금개발청,1730000,지역개발>>지역및도시>>새만금개발행정지원
77,B1000320131030000225177,국가과학기술자문회의행정지원,NB000220061201100006253,대기능,2018-04-13,국가과학기술자문회의,1074500,일반공공행정>>국정운영>>국가과학기술자문회의행정지원
78,B1000320140124000225474,경제외교,NB000220061201100059687,대기능,2014-01-24,외교부,1262000,통일·외교>>외교>>경제외교
79,B1000320140124000225484,대학(원)학술·장학,NB000220061201100028904,대기능,2014-01-24,교육부,1342000,교육>>고등교육>>대학(원)학술·장학
80,B1000320140124000225489,교육정보·통계분석·관리,NB000220061201100027876,대기능,2014-01-24,교육부,1342000,교육>>교육일반>>교육정보·통계분석·관리
81,B1000320140124000225493,학생복지·안전강화,NB000220061201100028395,대기능,2014-01-24,교육부,1342000,교육>>유아및초·중등교육>>학생복지·안전강화
82,B1000320140127000225501,방사전방재,B1000220140124000225463,대기능,2017-03-20,원자력안전위원회,1079960,과학기술>>원자력기술>>방사전방재
83,B1000320140127000225505,안전및재난,NB000220061207100084608,대기능,2017-07-26,행정안전부|인사혁신처,1741000|1760000,공공질서및안전>>안전관리>>안전및재난
84,B1000320140127000225506,경제정책,B1000220140124000225473,대기능,2014-01-27,기획재정부,1051000,재정·세제·금융>>기획재정>>경제정책
85,B1000320140127000225512,정보시스템통합관리,NB000220061201100024361,대기능,2017-07-26,행정안전부,1741000,일반공공행정>>일반행정>>정보시스템통합관리
86,B1000320140127000225519,대외경제협력지원,B1000220140124000225473,대기능,2014-01-27,기획재정부,1051000,재정·세제·금융>>기획재정>>대외경제협력지원
87,B1000320140127000225528,조세정책,B1000220140124000225471,대기능,2014-01-27,기획재정부,1051000,재정·세제·금융>>세제>>조세정책
88,B1000320140127000225529,경제정책조정,B1000220140124000225473,대기능,2017-03-20,기획재정부,1051000,재정·세제·금융>>기획재정>>경제정책조정
89,B1000320140127000225532,식품산업정책,NB000220061201100037622,대기능,2014-01-27,농림축산식품부,1543000,농림>>농업·농촌>>식품산업정책
90,B1000320140127000225533,식량정책,NB000220061201100037622,대기능,2014-01-27,농림축산식품부,1543000,농림>>농업·농촌>>식량정책
91,B1000320140127000225534,농촌정책,NB000220061201100037622,대기능,2014-01-27,농림축산식품부,1543000,농림>>농업·농촌>>농촌정책
92,B1000320140127000225535,통계조사및조사지원,B1000220140124000225470,대기능,2017-03-20,국가데이터처,1241000,일반공공행정>>국가통계>>통계조사및조사지원
93,B1000320140127000225536,산업안전보건,NB000220061201100036232,대기능,2014-01-27,고용노동부,1492000,사회복지>>고용노동>>산업안전보건
94,B1000320140128000225550,산재예방보상,NB000220061201100036232,대기능,2014-01-28,고용노동부,1492000,사회복지>>고용노동>>산재예방보상
95,B1000320140128000225555,원자력안전,B1000220140124000225463,대기능,2014-01-28,원자력안전위원회,1079960,과학기술>>원자력기술>>원자력안전
96,B1000320140128000225559,창조경제,NB000220061130100005789,대기능,2017-12-14,과학기술정보통신부,1721000,산업·통상·중소기업>>산업진흥·고도화>>창조경제
97,B1000320140203000225579,기초생활보장급여지원,NB000220061215100125890,대기능,2014-02-03,보건복지부,1352000,사회복지>>기초생활보장>>기초생활보장급여지원
98,B1000320140217000225892,정보화촉진,NB000220061201100054061,대기능,2017-07-26,과학기술정보통신부,1721000,통신>>방송통신>>정보화촉진
99,B1000320140217000225895,국립한글박물관운영,NB000220061215100139557,대기능,2017-03-20,문화체육관광부,1371000,문화체육관광>>문화예술>>국립한글박물관운영
100,B1000320140217000225901,개발협력,NB000220061201100059687,대기능,2014-02-17,외교부,1262000,통일·외교>>외교>>개발협력
101,B1000320140217000225903,경제·통상,B1000220140124000225465,대기능,2014-02-17,산업통상부,1451000,산업·통상·중소기업>>통상>>경제·통상
102,B1000320140404000226314,부마민주항쟁위원회운영,NB000220061201100006253,대기능,2019-02-15,부마민주항쟁진상규명및관련자명예회복심의위원회|부마민주항쟁진상규명및관련자명예회복심의위원회,1075150|B553092,일반공공행정>>국정운영>>부마민주항쟁위원회운영
103,B1000320140404000226322,부마민주항쟁위원회행정지원,NB000220061201100006253,대기능,2019-02-15,부마민주항쟁진상규명및관련자명예회복심의위원회|부마민주항쟁진상규명및관련자명예회복심의위원회,1075150|B553092,일반공공행정>>국정운영>>부마민주항쟁위원회행정지원
104,B1000320140416000226586,통일준비위원회운영,NB000220061201100006253,대기능,2017-03-20,통일준비위원회,B553392,일반공공행정>>국정운영>>통일준비위원회운영
105,B1000320140416000226589,통일준비위행정지원,NB000220061201100006253,대기능,2017-03-20,통일준비위원회,B553392,일반공공행정>>국정운영>>통일준비위행정지원
106,B1000320141118175000101,국민안전행정지원,NB000220061207100084608,대기능,2017-07-26,해양경찰청|소방청|행정안전부,1532000|1661000|1741000,공공질서및안전>>안전관리>>국민안전행정지원
107,B1000320141118176000101,인사혁신행정지원,NB000220061201100024361,대기능,2017-07-26,행정안전부|인사혁신처,1741000|1760000,일반공공행정>>일반행정>>인사혁신행정지원
108,B1000320150225000228958,광복기념사업행정지원,NB000220061201100006253,대기능,2024-09-04,국무조정실,1092000,일반공공행정>>국정운영>>광복기념사업행정지원
109,B1000320150703000229603,특별감찰관운영,NB000220061201100006253,대기능,2017-03-20,특별감찰관,1682500,일반공공행정>>국정운영>>특별감찰관운영
110,B1000320150703000229604,특별감찰관행정지원,NB000220061201100006253,대기능,2017-03-20,특별감찰관,1682500,일반공공행정>>국정운영>>특별감찰관행정지원
111,B1000320150711000229634,4.16세월호참사특조위행정지원,NB000220061201100006253,대기능,2017-03-20,4.16세월호참사특별조사위원회,1682000,일반공공행정>>국정운영>>4.16세월호참사특조위행정지원
112,B1000320150711000229645,4.16세월호참사특별조사위원회운영,NB000220061201100006253,대기능,2017-03-20,4.16세월호참사특별조사위원회,1682000,일반공공행정>>국정운영>>4.16세월호참사특별조사위원회운영
113,B1000320150901000229715,통일체험연수,NB000220061201100061965,대기능,2015-09-03,통일부,1250000,통일·외교>>통일>>통일체험연수
114,B1000320151119000229900,원자력비확산외교,NB000220061201100059687,대기능,2017-03-20,외교부,1262000,통일·외교>>외교>>원자력비확산외교
115,B1000320160809000230697,경제사회발전노사정위행정지원,NB000220061201100006253,대기능,2018-06-07,경제사회노동위원회|경제사회발전노사정위원회,1074800|B551921,일반공공행정>>국정운영>>경제사회발전노사정위행정지원
116,B1000320160809000230698,경제사회발전노사정위원회운영,NB000220061201100006253,대기능,2018-06-07,경제사회노동위원회|경제사회발전노사정위원회,1074800|B551921,일반공공행정>>국정운영>>경제사회발전노사정위원회운영
117,B1000320160829000230739,과학기술전략회의운영,NB000220061201100006253,대기능,2017-03-20,과학기술전략회의지원단,B553669,일반공공행정>>국정운영>>과학기술전략회의운영
118,B1000320160829000230740,과학기술전략회의행정지원,NB000220061201100006253,대기능,2017-03-20,과학기술전략회의지원단,B553669,일반공공행정>>국정운영>>과학기술전략회의행정지원
119,B1000320160927000230826,국가테러대책위원회운영,NB000220061201100006253,대기능,2017-03-20,국가테러대책위원회,1700200,일반공공행정>>국정운영>>국가테러대책위원회운영
120,B1000320160927000230827,국가테러대책위원회행정지원,NB000220061201100006253,대기능,2017-03-20,국가테러대책위원회,1700200,일반공공행정>>국정운영>>국가테러대책위원회행정지원
121,B1000320170516000231483,헌법개정,B1000220140124000225468,대기능,2017-05-18,법제처,1170000,일반공공행정>>법제>>헌법개정
122,B1000320170517000231486,국정기획자문위원회행정지원,NB000220061201100006253,대기능,2017-05-17,국정기획자문위원회,1013050,일반공공행정>>국정운영>>국정기획자문위원회행정지원
123,B1000320170517000231487,국정기획자문위원회운영,NB000220061201100006253,대기능,2017-05-17,국정기획자문위원회,1013050,일반공공행정>>국정운영>>국정기획자문위원회운영
124,B1000320170525000231584,세월호선체조사위원회행정지원,NB000220061201100006253,대기능,2017-06-02,세월호선체조사위원회,1682100,일반공공행정>>국정운영>>세월호선체조사위원회행정지원
125,B1000320170525000231585,세월호선체조사위원회운영,NB000220061201100006253,대기능,2017-06-02,세월호선체조사위원회,1682100,일반공공행정>>국정운영>>세월호선체조사위원회운영
126,B1000320170525000231608,일자리위원회행정지원,NB000220061201100006253,대기능,2017-05-29,일자리위원회,1050400,일반공공행정>>국정운영>>일자리위원회행정지원
127,B1000320170525000231609,일자리위원회운영,NB000220061201100006253,대기능,2017-05-29,일자리위원회,1050400,일반공공행정>>국정운영>>일자리위원회운영
128,B1000320170911000231964,정책기획위원회운영,NB000220061201100006253,대기능,2017-09-11,정책기획위원회,1071000,일반공공행정>>국정운영>>정책기획위원회운영
129,B1000320170911000231965,정책기획위원회행정지원,NB000220061201100006253,대기능,2017-09-11,정책기획위원회,1071000,일반공공행정>>국정운영>>정책기획위원회행정지원
130,B1000320170911000231989,4차산업혁명위원회운영,NB000220061201100006253,대기능,2017-09-11,4차산업혁명위원회,1071400,일반공공행정>>국정운영>>4차산업혁명위원회운영
131,B1000320170911000231990,4차산업혁명위원회행정지원,NB000220061201100006253,대기능,2017-09-11,4차산업혁명위원회,1071400,일반공공행정>>국정운영>>4차산업혁명위원회행정지원
132,B1000320170911000232013,저출산고령사회위원회운영,NB000220061201100006253,대기능,2017-09-11,저출산고령사회위원회,1071800,일반공공행정>>국정운영>>저출산고령사회위원회운영
133,B1000320170911000232014,저출산고령사회위원회행정지원,NB000220061201100006253,대기능,2017-09-11,저출산고령사회위원회,1071800,일반공공행정>>국정운영>>저출산고령사회위원회행정지원
134,B1000320170911000232037,북방경제협력위원회운영,NB000220061201100006253,대기능,2017-09-11,북방경제협력위원회,1072200,일반공공행정>>국정운영>>북방경제협력위원회운영
135,B1000320170911000232038,북방경제협력위원회행정지원,NB000220061201100006253,대기능,2017-09-11,북방경제협력위원회,1072200,일반공공행정>>국정운영>>북방경제협력위원회행정지원
136,B1000320180131000232401,3·1운동및대한민국임시정부수립100주년기념사업추진위원회운영,NB000220061201100006253,대기능,2018-01-31,3·1운동및대한민국임시정부수립100주년기념사업추진위원회,1073000,일반공공행정>>국정운영>>3·1운동및대한민국임시정부수립100주년기념사업추진위원회운영
137,B1000320180131000232402,3·1운동및대한민국임시정부수립100주년기념사업추진위원회행정지원,NB000220061201100006253,대기능,2018-01-31,3·1운동및대한민국임시정부수립100주년기념사업추진위원회,1073000,일반공공행정>>국정운영>>3·1운동및대한민국임시정부수립100주년기념사업추진위원회행정지원
138,B1000320180608000232760,수자원관리,NB000220061207100091806,대기능,2018-06-08,기후에너지환경부,1482000,환경>>상하수도·수질>>수자원관리
139,B1000320180831000232935,가습기살균제사건과4.16세월호참사특별조사위원회운영,NB000220061201100006253,대기능,2018-08-31,가습기살균제사건과4.16세월호참사특별조사위원회,1074601,일반공공행정>>국정운영>>가습기살균제사건과4.16세월호참사특별조사위원회운영
140,B1000320180831000232936,가습기살균제사건과4.16세월호참사특별조사위원회행정지원,NB000220061201100006253,대기능,2018-08-31,가습기살균제사건과4.16세월호참사특별조사위원회,1074601,일반공공행정>>국정운영>>가습기살균제사건과4.16세월호참사특별조사위원회행정지원
141,B1000320180910000232971,금융소비자보호,B1000220140124000225472,대기능,2018-09-12,금융위원회,1160100,재정·세제·금융>>금융>>금융소비자보호
142,B1000320190114000233475,군사망사고진상규명위원회행정지원,NB000220061201100006253,대기능,2019-01-14,군사망사고진상규명위원회,1074900,일반공공행정>>국정운영>>군사망사고진상규명위원회행정지원
143,B1000320190114000233476,군사망사고진상규명위원회운영,NB000220061201100006253,대기능,2019-01-14,군사망사고진상규명위원회,1074900,일반공공행정>>국정운영>>군사망사고진상규명위원회운영
144,B1000320190327000234199,5.18민주화운동 진상규명조사위원회 운영,NB000220061201100006253,대기능,2019-04-01,5.18민주화운동진상규명조사위원회,1075000,일반공공행정>>국정운영>>5.18민주화운동 진상규명조사위원회 운영
145,B1000320190327000234200,5.18민주화운동 진상규명조사위원회 행정지원,NB000220061201100006253,대기능,2019-04-01,5.18민주화운동진상규명조사위원회,1075000,일반공공행정>>국정운영>>5.18민주화운동 진상규명조사위원회 행정지원
146,B1000320190429000234305,국가기후환경회의운영,NB000220061201100006253,대기능,2019-04-29,국가기후환경회의,1790213,일반공공행정>>국정운영>>국가기후환경회의운영
147,B1000320190429000234306,국가기후환경회의 사무처 행정지원,NB000220061201100006253,대기능,2019-04-29,국가기후환경회의,1790213,일반공공행정>>국정운영>>국가기후환경회의 사무처 행정지원
148,B1000320190610000234533,농어업·농어촌특별위원회운영,NB000220061201100006253,대기능,2019-06-10,농어업·농어촌특별위원회,1790214,일반공공행정>>국정운영>>농어업·농어촌특별위원회운영
149,B1000320190610000234534,농어업·농어촌특별위원회행정지원,NB000220061201100006253,대기능,2019-06-10,농어업·농어촌특별위원회,1790214,일반공공행정>>국정운영>>농어업·농어촌특별위원회행정지원
150,B1000320191024000234771,농어업농어촌특별위원회운영,NB000220061201100006253,대기능,2019-10-24,농어업농어촌특별위원회,1790242,일반공공행정>>국정운영>>농어업농어촌특별위원회운영
151,B1000320191024000234772,농어업농어촌특별위원회행정지원,NB000220061201100006253,대기능,2019-10-24,농어업농어촌특별위원회,1790242,일반공공행정>>국정운영>>농어업농어촌특별위원회행정지원
152,B1000320200609000236192,국립장애인도서관 운영,NB000220061215100139557,대기능,2020-06-11,문화체육관광부,1371000,문화체육관광>>문화예술>>국립장애인도서관 운영
153,B1000320200804000236296,개인정보보호,B1000220200803000236295,대기능,2020-08-04,개인정보보호위원회,1790365,일반공공행정>>개인정보>>개인정보보호
154,B1000320200804000236297,개인정보위 행정지원,B1000220200803000236295,대기능,2024-06-21,개인정보보호위원회,1790365,일반공공행정>>개인정보>>개인정보위 행정지원
155,B1000320200911000236968,질병관리청운영,B1000220200910000236966,대기능,2020-09-11,질병관리청,1790387,보건>>감염병및질병>>질병관리청운영
156,B1000320200911000236969,감염병 및 예방관리,B1000220200910000236966,대기능,2020-09-11,질병관리청,1790387,보건>>감염병및질병>>감염병 및 예방관리
157,B1000320200911000236970,감염병 연구,B1000220200910000236966,대기능,2020-09-11,질병관리청,1790387,보건>>감염병및질병>>감염병 연구
158,B1000320200911000236971,결핵병원운영,B1000220200910000236966,대기능,2020-09-11,질병관리청,1790387,보건>>감염병및질병>>결핵병원운영
159,B1000320200911000236972,질병대응센터운영,B1000220200910000236966,대기능,2020-09-11,질병관리청,1790387,보건>>감염병및질병>>질병대응센터운영
160,B1000320201209000238610,진실화해를위한과거사정리위원회 운영,NB000220061201100006253,대기능,2020-12-10,진실화해를위한과거사정리위원회,1790558,일반공공행정>>국정운영>>진실화해를위한과거사정리위원회 운영
161,B1000320201209000238611,진실화해를위한과거사정리위원회 행정지원,NB000220061201100006253,대기능,2020-12-10,진실화해를위한과거사정리위원회,1790558,일반공공행정>>국정운영>>진실화해를위한과거사정리위원회 행정지원
162,B1000320210120000238767,고위공직자범죄등수사및공소,B1000220210119000238756,대기능,2021-01-21,고위공직자범죄수사처,1790364,공공질서및안전>>고위공직자범죄수사>>고위공직자범죄등수사및공소
163,B1000320210120000238768,고위공직자범죄수사등행정지원,B1000220210119000238756,대기능,2021-01-21,고위공직자범죄수사처,1790364,공공질서및안전>>고위공직자범죄수사>>고위공직자범죄수사등행정지원
164,B1000320210308000238992,국제개발협력총괄,NB000220061201100006253,대기능,2021-03-08,국무조정실,1092000,일반공공행정>>국정운영>>국제개발협력총괄
165,B1000320210324000239032,밀수단속,B1000220140124000225471,대기능,2021-04-13,관세청,1220000,재정·세제·금융>>세제>>밀수단속
166,B1000320220127000241451,여수.순천.10.19 사건진상규명 및 희생자 명예회복위원회 운영,NB000220061201100006253,대기능,2023-10-23,여수.순천10.19사건진상규명및희생자명예회복위원회,1813231,일반공공행정>>국정운영>>여수.순천.10.19 사건진상규명 및 희생자 명예회복위원회 운영
167,B1000320220511000241658,대통령비서실,NB000220061201100006253,대기능,2022-05-11,대통령비서실,1015000,일반공공행정>>국정운영>>대통령비서실
168,B1000320220621000241753,국민통합위행정지원,NB000220061201100006253,대기능,2022-06-21,국민통합위원회,1813267,일반공공행정>>국정운영>>국민통합위행정지원
