순번,분류체계ID,분류체계명,상위과제ID,분류체계단계,시행시기,수행기관,기관코드,분류체계경로
11445,NB000520061213100114637,신도시 개발,NB000420061213100114636,소기능,2013-03-23,국토교통부,1613000,사회복지>>주택>>주택정책>>신도시개발 총괄>>신도시 개발
11446,NB000520061213100114952,신도시 기획,NB000420061213100114587,소기능,2013-03-23,국토교통부,1613000,사회복지>>주택>>주택정책>>신도시 기획 총괄>>신도시 기획
11447,NB000520061213100115468,신도시 정책연구 및 기획,NB000420061213100114587,소기능,2013-03-23,국토교통부,1613000,사회복지>>주택>>주택정책>>신도시 기획 총괄>>신도시 정책연구 및 기획
11448,NB000520061213100114588,신도시 홍보 및 참여관리,NB000420061213100114587,소기능,2013-03-23,국토교통부,1613000,사회복지>>주택>>주택정책>>신도시 기획 총괄>>신도시 홍보 및 참여관리
11449,NB000520061201100040056,신라권문화유산관리,NB000420061201100040015,소기능,2006-12-01,국가유산청,1833100,문화체육관광>>국가유산>>문화유산조사·연구·복원>>지방문화유산연구>>신라권문화유산관리
11450,NB000520061201100040027,신라권역 문화유산 연구,NB000420061201100040015,소기능,2006-12-01,국가유산청,1833100,문화체육관광>>국가유산>>문화유산조사·연구·복원>>지방문화유산연구>>신라권역 문화유산 연구
11451,NB000520061201100040032,"신라권역 출토유물 보존,관리",NB000420061201100040015,소기능,2006-12-01,국가유산청,1833100,"문화체육관광>>국가유산>>문화유산조사·연구·복원>>지방문화유산연구>>신라권역 출토유물 보존,관리"
11452,NB000520061201100040051,신라권유적조사,NB000420061201100040015,소기능,2006-12-01,국가유산청,1833100,문화체육관광>>국가유산>>문화유산조사·연구·복원>>지방문화유산연구>>신라권유적조사
11453,NB000520061201100040058,신라왕경유적 국제학술교류,NB000420061201100040015,소기능,2006-12-01,국가유산청,1833100,문화체육관광>>국가유산>>문화유산조사·연구·복원>>지방문화유산연구>>신라왕경유적 국제학술교류
11454,B1000520240502000246635,신라왕경핵심유적복원정비,B1000420240502000246621,소기능,2024-05-02,국가유산청,1833100,문화체육관광>>국가유산>>문화유산보존·활용>>고도보존 및 육성>>신라왕경핵심유적복원정비
11455,NB000520061207100081310,신뢰성 있는 기술평가시스템 구축,NB000420061207100081301,소기능,2019-03-04,산업통상자원부,1450000,산업·통상·중소기업>>산업진흥·고도화>>산업기술진흥>>기술이전 사업화정책>>신뢰성 있는 기술평가시스템 구축
11456,NB000520061215100139992,신문산업 육성 및 지원,NB000420061215100139987,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>문화예술>>문화미디어정책>>미디어산업 육성>>신문산업 육성 및 지원
11457,NB000520061208100094141,신문판매고시 위반사항의 조사 및 시정,NB000420061208100094131,소기능,2006-12-08,공정거래위원회,1130000,산업·통상·중소기업>>공정거래>>공정거래>>공정경쟁촉진>>신문판매고시 위반사항의 조사 및 시정
11458,NB000520061208100094146,신문판매고시 위반행위에 대한 규제시책의 수립 및 집행,NB000420061208100094131,소기능,2006-12-08,공정거래위원회,1130000,산업·통상·중소기업>>공정거래>>공정거래>>공정경쟁촉진>>신문판매고시 위반행위에 대한 규제시책의 수립 및 집행
11459,B1000520080324000211157,신발전지역 육성 제도 및 정책 입안·운영,NB000420061213100114281,소기능,2013-03-23,국토교통부,1613000,지역개발>>지역및도시>>지역균형발전>>지역발전정책 총괄>>신발전지역 육성 제도 및 정책 입안·운영
